source_key,keyword,count,relative_path,path
22b_axis_fix,15G,2,06_sc_purpose_final.csv,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\06_sc_purpose_final.csv
22b_axis_fix,C2025AUG,1,06_sc_purpose_final.csv,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\06_sc_purpose_final.csv
22b_axis_fix,mini1,2,07_external_language_axis_FIXED.csv,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\07_external_language_axis_FIXED.csv
22b_axis_fix,15G,2,07_external_language_axis_FIXED.csv,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\07_external_language_axis_FIXED.csv
22b_axis_fix,C2025AUG,3,07_external_language_axis_FIXED.csv,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\07_external_language_axis_FIXED.csv
22b_axis_fix,mini1,4,22_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22_MASTER_SUMMARY.json
22b_axis_fix,15G,8,22_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22_MASTER_SUMMARY.json
22b_axis_fix,C2025AUG,5,22_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22_MASTER_SUMMARY.json
22b_axis_fix,mini1,11,22b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22b_MASTER_SUMMARY.json
22b_axis_fix,15G,11,22b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22b_MASTER_SUMMARY.json
22b_axis_fix,BC seam support,2,22b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22b_MASTER_SUMMARY.json
22b_axis_fix,C2025AUG,17,22b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22b_MASTER_SUMMARY.json
22b_axis_fix,C2025AUG,1,22b_SHA256_MANIFEST.csv,C:\Users\Administrator\Desktop\Result\SC_Final_22b_AXIS_FIXED\22b_SHA256_MANIFEST.csv
24c_reconstruction,baseline,2,00_input_check.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\00_input_check.csv
