source_key,keyword,count,relative_path,path
24c_reconstruction,SC_RECONSTRUCTION,1,00_input_check.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\00_input_check.csv
24c_reconstruction,94.05,2,24c_final_reconstruction_statement.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_final_reconstruction_statement.csv
24c_reconstruction,VERY_STRONG_RECONSTRUCTION_WITH_BASELINE_CONTROL,1,24c_final_reconstruction_statement.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_final_reconstruction_statement.csv
24c_reconstruction,baseline,3,24c_final_reconstruction_statement.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_final_reconstruction_statement.csv
24c_reconstruction,94.05,9,24c_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_MASTER_SUMMARY.json
24c_reconstruction,VERY_STRONG_RECONSTRUCTION_WITH_BASELINE_CONTROL,2,24c_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_MASTER_SUMMARY.json
24c_reconstruction,baseline,26,24c_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_MASTER_SUMMARY.json
24c_reconstruction,SC_RECONSTRUCTION,5,24c_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_MASTER_SUMMARY.json
24c_reconstruction,94.05,3,24c_sc_reconstruction_score_by_focus.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_sc_reconstruction_score_by_focus.csv
24c_reconstruction,baseline,7,24c_sc_reconstruction_score_by_focus.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_sc_reconstruction_score_by_focus.csv
24c_reconstruction,SC_RECONSTRUCTION,1,24c_sc_reconstruction_score_by_focus.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_sc_reconstruction_score_by_focus.csv
24c_reconstruction,baseline,9,24c_score_components.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_score_components.csv
24c_reconstruction,SC_RECONSTRUCTION,1,24c_SHA256_MANIFEST.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_SHA256_MANIFEST.csv
24c_reconstruction,94.05,3,24c_strength_weakness_matrix.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_strength_weakness_matrix.csv
24c_reconstruction,baseline,3,24c_strength_weakness_matrix.csv,C:\Users\Administrator\Desktop\Result\SC_Reconstruction_24c_BASELINE_CONTROL\24c_strength_weakness_matrix.csv
25b_internal_control,INTERNAL_CONTROL_GAP_STRONG,1,25b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\25b_MASTER_SUMMARY.json
25b_internal_control,89.523,1,25b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\25b_MASTER_SUMMARY.json
25b_internal_control,53.935,1,25b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\25b_MASTER_SUMMARY.json
25b_internal_control,65,5,25b_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\25b_MASTER_SUMMARY.json
25b_internal_control,65,5,25b_SHA256_MANIFEST.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\25b_SHA256_MANIFEST.csv
25b_internal_control,65,16,RUN1/00_csv_index.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\00_csv_index.csv
25b_internal_control,89.523,1,RUN1/25b_control_type_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_control_type_summary.csv
25b_internal_control,65,1,RUN1/25b_control_type_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_control_type_summary.csv
25b_internal_control,INTERNAL_CONTROL_GAP_STRONG,1,RUN1/25b_final_vs_control_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_final_vs_control_summary.csv
25b_internal_control,89.523,1,RUN1/25b_final_vs_control_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_final_vs_control_summary.csv
25b_internal_control,53.935,1,RUN1/25b_final_vs_control_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_final_vs_control_summary.csv
25b_internal_control,65,1,RUN1/25b_final_vs_control_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_final_vs_control_summary.csv
25b_internal_control,65,74,RUN1/25b_observation_index.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_observation_index.csv
25b_internal_control,65,15,RUN1/25b_strict_control_rank.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\25b_strict_control_rank.csv
25b_internal_control,INTERNAL_CONTROL_GAP_STRONG,1,RUN1/99_summary.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\99_summary.json
25b_internal_control,89.523,1,RUN1/99_summary.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\99_summary.json
25b_internal_control,53.935,1,RUN1/99_summary.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\99_summary.json
25b_internal_control,65,1,RUN1/99_summary.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1\99_summary.json
25b_internal_control,65,2,RUN1_RUN2_25b_COMPARE.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN1_RUN2_25b_COMPARE.csv
25b_internal_control,65,20,RUN2/00_csv_index.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\00_csv_index.csv
25b_internal_control,89.523,1,RUN2/25b_control_type_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\25b_control_type_summary.csv
25b_internal_control,65,1,RUN2/25b_control_type_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\25b_control_type_summary.csv
25b_internal_control,INTERNAL_CONTROL_GAP_STRONG,1,RUN2/25b_final_vs_control_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\25b_final_vs_control_summary.csv
25b_internal_control,89.523,1,RUN2/25b_final_vs_control_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\25b_final_vs_control_summary.csv
25b_internal_control,65,1,RUN2/25b_final_vs_control_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\25b_final_vs_control_summary.csv
25b_internal_control,65,74,RUN2/25b_observation_index.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\25b_observation_index.csv
25b_internal_control,65,15,RUN2/25b_strict_control_rank.csv,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\25b_strict_control_rank.csv
25b_internal_control,INTERNAL_CONTROL_GAP_STRONG,1,RUN2/99_summary.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\99_summary.json
25b_internal_control,89.523,1,RUN2/99_summary.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\99_summary.json
25b_internal_control,65,1,RUN2/99_summary.json,C:\Users\Administrator\Desktop\Result\SC_Internal_Control_25b_STRICT\RUN2\99_summary.json
27_wiring,TELECOM_BASEBAND_UPSTREAM,2,27_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27_MASTER_SUMMARY.json
27_wiring,ACCOUNT_CLOUD_TRUST_UPSTREAM,1,27_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27_MASTER_SUMMARY.json
27_wiring,Baseband,61,27_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27_MASTER_SUMMARY.json
27_wiring,CommCenter,12,27_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27_MASTER_SUMMARY.json
27_wiring,SFA,5,27_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27_MASTER_SUMMARY.json
27_wiring,CKKS,4,27_MASTER_SUMMARY.json,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27_MASTER_SUMMARY.json
27_wiring,Baseband,6,27a_upstream_candidate_evidence.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_evidence.csv
27_wiring,CommCenter,3,27a_upstream_candidate_evidence.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_evidence.csv
27_wiring,SFA,3,27a_upstream_candidate_evidence.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_evidence.csv
27_wiring,CKKS,3,27a_upstream_candidate_evidence.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_evidence.csv
27_wiring,Baseband,11,27a_upstream_candidate_score.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_score.csv
27_wiring,CommCenter,3,27a_upstream_candidate_score.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_score.csv
27_wiring,SFA,3,27a_upstream_candidate_score.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_score.csv
27_wiring,CKKS,3,27a_upstream_candidate_score.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27a_upstream_candidate_score.csv
27_wiring,Baseband,2,27b_raw_daemon_order_edges.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27b_raw_daemon_order_edges.csv
27_wiring,CommCenter,1,27b_raw_daemon_order_edges.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27b_raw_daemon_order_edges.csv
27_wiring,Baseband,19,27b_raw_daemon_order_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27b_raw_daemon_order_summary.csv
27_wiring,CommCenter,3,27b_raw_daemon_order_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27b_raw_daemon_order_summary.csv
27_wiring,CommCenter,8,27c_machservices_file_index.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27c_machservices_file_index.csv
27_wiring,SFA,1938,27c_machservices_file_index.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27c_machservices_file_index.csv
27_wiring,CKKS,923,27c_machservices_file_index.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27c_machservices_file_index.csv
27_wiring,Baseband,425,27c_machservices_launchd_hits.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27c_machservices_launchd_hits.csv
27_wiring,CommCenter,36,27c_machservices_launchd_hits.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27c_machservices_launchd_hits.csv
27_wiring,SFA,58,27c_machservices_launchd_hits.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27c_machservices_launchd_hits.csv
27_wiring,CKKS,1312,27c_machservices_launchd_hits.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27c_machservices_launchd_hits.csv
27_wiring,TELECOM_BASEBAND_UPSTREAM,2,27d_wiring_model_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27d_wiring_model_summary.csv
27_wiring,ACCOUNT_CLOUD_TRUST_UPSTREAM,1,27d_wiring_model_summary.csv,C:\Users\Administrator\Desktop\Result\SC_Wiring_27\27d_wiring_model_summary.csv
